blank,ActiveFlag,Attack_Speed,Basic_Attack_Damage,ChildItemId,Cooldown_Reduction,Critical_Strike_Chance,Crowd_Control_Reduction,Damage_Reduction,Description,DeviceName,Glyph,HP5,HP5_and_MP5,Health,IconId,ItemId,ItemTier,MP5,Magical_Lifesteal,Magical_Penetration,Magical_Power,Magical_Protections,Mana,Maximum_Health,Movement_Speed,Penetration,Physical_Critical,Physical_Lifesteal,Physical_Penetration,Physical_Power,Physical_Protection,Price,Protections,RestrictedRoles,RootItemId,SecondaryDescription,ShortDesc,StartingItem,Type,Unlocks_at_level_10,itemIcon_URL,ret_msg
0,y,0,0,7545,0,+30%,0,0,This item gives the owner increased Critical Strike Chance and damage.,Envenomed Deathbringer,n,0,0,0,10328,21501,4,0,0,0,0,0,0,0,0,0,0,0,0,50,0,600,0,no restrictions,9813,PASSIVE - Critical Strike bonus damage dealt is increased by 30%. <n>GLYPH - Critical hits on enemy gods afflict them with poison for 2s. This poison slows them by 10% and reduces their damage output by 15%.,Critical hits reduce enemy's Movement Speed and damage,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/envenomed-deathbringer.jpg,
0,y,0,0,0,0,0,0,0,Grants Physical Lifesteal.,Spiked Gauntlet,n,0,0,0,2850,9825,1,0,0,0,0,0,0,0,0,0,0,+7%,0,5,0,600,0,no restrictions,9825,,Increases Physical Lifesteal,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/spiked-gauntlet.jpg,
0,y,0,0,9825,0,0,0,0,This item gives the owner additional physical power and lifesteal.,Cursed Gauntlet,n,0,0,0,2848,9826,2,0,0,0,0,0,0,0,0,0,0,+10%,0,20,0,800,0,no restrictions,9825,,Grants Physical Power and Lifesteal,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/cursed-gauntlet.jpg,
0,y,0,0,9825,0,0,0,0,,Bound Gauntlet,n,0,0,0,2849,9827,2,0,0,0,0,0,0,0,0,0,0,+10%,0,15,0,450,0,no restrictions,9825,,Increases Physical Lifesteal.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/bound-gauntlet.jpg,
0,y,0,0,9827,+10%,0,0,0,This item gives the owner's abilities lifesteal.,Soul Eater,n,0,0,0,2847,7539,3,0,0,0,0,0,0,0,0,0,0,+10%,+10%,25,0,1050,0,no restrictions,9825,"PASSIVE - Your abilities heal you for 5% of damage dealt. Each time anything dies within 80 units you gain a stack. Gods, Large Jungle monsters and Bosses provide 5 stacks. At 75 Stacks Soul Eater Evolves, gaining 15 Physical Power, 5% Physical Lifesteal, and causing abilities to heal you for 25% of damage dealt.",Cooldown Reduction and Lifesteal,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/soul-eater.jpg,
0,y,0,0,9826,0,0,0,0,This item gives the owner additional Physical Power and Lifesteal as they build Stacks.,Devourer's Gauntlet,n,0,0,0,2845,7914,3,0,0,0,0,0,0,0,0,0,0,+15%,0,30,0,900,0,no restrictions,9825,PASSIVE - Killing an enemy god or minion gives you stacks of +.8 Physical Power and +.3% Physical Lifesteal. You receive 5 stacks for a god kill and 1 stack for a minion kill. Stacks up to 50 times.,Gain Physical Power and Lifesteal from kills,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/devourers-gauntlet.jpg,
0,y,0,0,9826,0,0,0,0,This item gives the owner additional Physical Power and Physical Lifesteal every time they hit with a Basic Attack.,Bloodforge,n,0,0,0,2846,9236,3,0,0,0,0,0,0,0,+5%,0,0,+15%,0,75,0,1350,0,no restrictions,9825,PASSIVE - Killing an enemy god forges a shield from their blood with Health equal to 200 + 10 per Player Level for 20s. While the Blood Shield is active you gain +10% movement speed.,Increases Physical Power and Physical Lifesteal,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/bloodforge.jpg,
0,y,0,0,7914,0,0,0,0,This item gives the owner additional Physical Power and Lifesteal as they build Stacks.,Evolved Devourer's Gauntlet,n,0,0,0,6630,15736,4,0,0,0,0,0,0,0,0,0,0,+30%,0,70,0,1,0,no restrictions,9826,,Gain Physical Power and Lifesteal from kills,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/evolved-devourers-gauntlet.jpg,
0,y,0,0,7539,+10%,0,0,0,This item gives the owner's abilities lifesteal.,Evolved Soul Eater,n,0,0,0,6440,15316,4,0,0,0,0,0,0,0,0,0,0,+15%,+10%,40,0,0,0,no restrictions,9827,PASSIVE - Your abilities heal you for 25% of the damage dealt to targets.,Cooldown Reduction and Lifesteal,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/evolved-soul-eater.jpg,
0,y,0,0,0,0,0,0,0,,Ancient Blade,n,0,0,50,2895,9828,1,0,0,0,0,0,0,0,+5%,0,0,0,0,0,0,550,0,no restrictions,9828,,Attack Speed and Movement Speed,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/ancient-blade.jpg,
0,y,0,0,9828,0,0,0,0,,Adventurer's Blade,n,0,0,100,4104,8239,2,0,0,0,0,0,0,0,+7%,0,0,0,0,0,0,600,0,no restrictions,9828,,Attack Speed and Movement Speed.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/adventurers-blade.jpg,
0,y,+10%,0,9828,0,0,0,0,,Cursed Blade,n,0,0,75,2894,18190,2,0,0,0,0,0,0,0,+5%,0,0,0,0,0,0,700,0,no restrictions,9828,,Attack Speed and Movement Speed,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/cursed-blade.jpg,
0,y,0,0,8239,+10%,0,0,0,This item gives the owner an aura that reduces nearby Enemy Gods' Attack Speed.,Witchblade,n,0,0,250,2892,7910,3,0,0,0,0,0,0,0,+7%,0,0,0,0,0,30,900,0,no restrictions,9828,AURA - Enemies within 55 units have their Attack Speed reduced by 25%.,Attack Speed Debuff Aura,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/witchblade.jpg,
0,y,0,0,8239,0,0,+10%,0,This item makes the owner immune to Slows when hit by one.,Winged Blade,n,0,0,200,2204,8240,3,0,0,0,0,25,0,0,+7%,0,0,0,0,0,0,700,0,no restrictions,9828,"PASSIVE - When hit by a Slow, you are immune to Slows and your movement speed is increased by 20% for 4s.  Only occurs once every 30 seconds.",Periodic immunity to Slow effects.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/winged-blade.jpg,
0,y,0,0,8239,+10%,0,+10%,0,This item Reduces the cooldown of equipped Relics.,Relic Dagger,n,0,0,350,4673,13187,3,0,0,0,0,0,0,0,+7%,0,0,0,0,0,0,700,0,no restrictions,9828,PASSIVE - Your relics receive 30s Cooldown Reduction,This item Reduces the cooldown of equipped Relics.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/relic-dagger.jpg,
0,y,+30%,0,18190,0,0,0,0,This item reduces nearby Enemy Gods' healing upon hitting them with basic attacks.,Toxic Blade,n,0,0,100,5454,14846,3,0,0,0,0,0,0,0,+7%,15,0,0,0,0,0,950,0,no restrictions,9828,"PASSIVE - Enemies hit by your basic attacks gain 20% reduced healing, stacking up to 3 times and lasting 6s.",Basic Attack Anti-Heal,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/toxic-blade.jpg,
0,y,0,0,0,0,0,0,0,Health and Physical Power.,Cudgel,n,0,0,75,2900,9830,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,650,0,no restrictions,9830,,Health and Physical Power.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/cudgel.jpg,
0,y,0,0,9830,0,0,0,0,,Heavy Hammer,n,0,0,150,2898,9831,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,700,0,no restrictions,9830,,Health and Physical Power.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/heavy-hammer.jpg,
0,y,0,0,9830,0,0,0,0,,Shillelagh,n,0,0,200,5048,14083,2,0,0,0,0,0,100,0,0,0,0,0,0,15,0,650,0,no restrictions,9830,,Health and Physical Power.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/shillelagh.jpg,
0,y,0,0,9831,0,0,0,0,This item causes your Basic Attacks to slow your target's Movement Speed and Attack Speed.,Frostbound Hammer,n,0,0,250,2896,7589,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,950,0,no restrictions,9830,PASSIVE - Enemies hit by your Basic Attacks have their Movement Speed reduced by 25% (15% for Ranged Basic Attacks) and have their Attack Speed reduced 20% for 1.25 seconds.,Basic Attack hits slow enemies.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/frostbound-hammer.jpg,
0,y,0,0,9831,0,0,0,0,Crowd Controlled Enemies near you take more damage.,Runeforged Hammer,n,25,0,250,2897,8959,3,20,0,0,0,0,0,0,0,0,0,0,0,35,0,1050,0,no restrictions,9830,"PASSIVE - Enemies take 20% increased damage from you if they are affected by Crowd Control. Does not include Knockbacks, Blinds, or Grabs.",Deal more damage to any target afflicted by Crowd Control,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/runeforged-hammer.jpg,
0,y,0,0,14083,0,0,+20%,0,Gain Protections when near enemy Gods.,The Sledge,n,0,0,250,8678,12677,3,0,0,0,0,0,150,0,0,0,0,0,0,40,0,1000,0,,9830,"PASSIVE - For each enemy god within 55 units of you, you gain a stacking buff that provides 8 Protections. Stacks up to 3 times.",Gain Protections when near enemy Gods,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/the-sledge.jpg,
0,y,0,0,14083,0,0,0,0,This item gives the owner additional Cooldown Reduction or MP5 based on missing Mana.,Blackthorn Hammer,n,0,0,400,5039,14096,3,0,0,0,0,0,200,0,0,0,0,0,0,30,0,1000,0,no restrictions,9830,"PASSIVE - While over 25% Mana, you gain +10% Cooldown Reduction. While under 25% Mana, you gain +50 MP5.","Increased Cooldown at high Mana, Increased MP5 at low Mana",0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/blackthorn-hammer.jpg,
0,y,0,0,0,0,0,0,0,Physical Power and Physical Protection.,Round Shield,n,0,0,0,2907,9833,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,650,0,no restrictions,9833,,Physical Power and Physical Protection.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/round-shield.jpg,
0,y,0,0,9833,0,0,0,0,,Tower Shield,n,0,0,0,2938,8566,2,0,0,0,0,0,0,0,0,0,0,0,0,20,15,500,0,no restrictions,9833,,Physical Power and Physical Protection.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/tower-shield.jpg,
0,y,0,0,9833,0,0,0,0,,Spiked Shield,n,0,0,50,2905,9834,2,0,0,0,0,0,0,0,0,0,0,0,0,20,30,750,0,no restrictions,9833,AURA - Reduces the Physical Protection of enemies within 55 units by 5%.,Physical Power and Physical Protection.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/spiked-shield.jpg,
0,y,0,0,8566,0,0,0,0,This item gives the owner additional Physical Power or Protections based on missing Health.,Shifter's Shield,n,0,0,0,2254,8549,3,0,0,0,0,0,0,0,0,0,0,0,0,30,25,1200,0,no restrictions,9833,"PASSIVE - While over 75% Health, you gain +30 Physical Power. While under 75% Health, you gain +40 Protections.",Provides Physical Power or Protections based on missing Health,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/shifters-shield.jpg,
0,y,0,0,9834,0,0,0,0,This item gives the owner an aura that reduces physical protections.,Void Shield,n,0,0,150,2901,9836,3,0,0,0,0,0,0,0,0,0,0,0,0,20,45,1200,0,no restrictions,9833,AURA - Enemy gods within 55 units have their Physical Protection reduced by 15%.,Physical Protection debuff Aura,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/void-shield.jpg,
0,y,0,0,8566,+10%,0,0,0,Deal bonus damage to low health enemies.,Gladiator's Shield,n,0,0,250,5044,14085,3,0,0,0,0,0,0,0,0,0,0,0,0,25,40,1250,0,no restrictions,9833,PASSIVE - When damaging an enemy god below 60% health with an ability you deal an additional 15 + 25% of your Protections from items and abilities. Can only trigger once per enemy per ability.,Deal bonus damage to low health enemies.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/gladiators-shield.jpg,
0,y,+25%,0,8566,0,0,0,0,"When dropping low, go Berserk.",Berserker's Shield,n,15,0,0,7140,16544,3,0,0,0,0,0,0,0,0,0,0,0,0,30,60,1250,0,hunter,9833,PASSIVE - Can only be built by Assassins or Warriors. While below 40% Health you become Berserk for 5s. Berserk provides 7% Damage Mitigation. Can only occur once every 15 seconds.,"When dropping low, go Berserk.",0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/berserkers-shield.jpg,
0,y,0,0,0,0,0,0,0,Physical Protection.,Breastplate,n,0,0,0,2876,9837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,600,0,no restrictions,9837,,Physical Protection and MP5,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/breastplate.jpg,
0,y,0,0,9837,0,0,0,0,,Silver Breastplate,n,0,0,0,2875,9838,2,10,0,0,0,0,200,0,0,0,0,0,0,0,35,450,0,no restrictions,9837,,Physical Protection and MP5.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/silver-breastplate.jpg,
0,y,0,0,9838,0,0,0,0,This item provides block stacks.,Hide of the Nemean Lion,n,0,0,0,2862,7578,3,20,0,0,0,0,200,0,0,0,0,0,0,0,70,1150,0,no restrictions,9837,"PASSIVE - Every 10 seconds you gain a block stack if you have at least 80 total Protections from items and abilities, preventing 50% of the next Basic Attack's damage. For each additional 80 total Protections from items and abilities the max. stacks increases, up to a cap of 3.",Block incoming Basic Attacks,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/hide-of-the-nemean-lion.jpg,
0,y,0,0,9838,+20%,0,0,0,This item gives the owner reduced ability cooldowns.,Breastplate of Valor,n,0,0,0,10332,7641,3,10,0,0,0,0,300,0,0,0,0,0,0,0,55,1250,0,no restrictions,9837,,Provides Cooldown Reduction and Physical Protection,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/breastplate-of-valor.jpg,
0,y,0,0,9838,0,0,0,0,,Spectral Armor,n,0,0,200,4324,12664,3,10,0,0,0,0,300,0,0,0,0,0,0,0,60,1050,0,no restrictions,9837,PASSIVE - Physical Critical Strikes bonus damage taken is decreased by 30%.,Reduces damage from Physical Critical Strikes,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/spectral-armor.jpg,
0,y,0,0,9838,0,0,0,0,This item grants the owner an aura that reduces the healing of nearby enemies.,Contagion,n,0,0,150,7779,17467,3,15,0,0,0,0,250,0,0,0,0,0,0,0,60,1000,0,no restrictions,9837,AURA - Enemy gods within 55 units have their healing reduced by 25%. This does not stack with similar Auras.,Aura that reduces the healing of nearby enemies,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/contagion.jpg,
0,y,0,0,7641,+20%,0,0,0,This item gives the owner reduced ability cooldowns.,Breastplate of Determination,n,0,0,0,10333,21483,4,10,0,0,0,0,300,0,0,0,0,0,0,0,55,600,0,no restrictions,9838,"GLYPH - Each time you are hit by an ability, gain a stack of 5 Protections that corresponds to the damage type you were hit with, up to a max of 4 of each type. Once you reach max stacks of both kinds, gain a burst of 20% Movement Speed and double your Protections gained by this effect for 8s, after which all stacks are removed.",Gain stacks of Protections when hit with abilities from enemy gods,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/breastplate-of-determination.jpg,
0,y,0,0,7641,+20%,0,0,0,This item gives the owner reduced ability cooldowns.,Breastplate of Vigilance,n,0,0,0,10334,21503,4,10,0,0,0,0,300,0,0,0,0,0,0,0,55,600,0,no restrictions,9838,GLYPH - When your ultimate ability has finished casting you provide an aura in a 40 unit range around you reducing basic attack damage from enemies by 15% for 5s. This effect may only occur once every 45s.,"On ultimate use, gain a defensive aura that reduces basic attack damage",0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/breastplate-of-vigilance.jpg,
0,y,0,0,12665,0,0,0,0,This item increases allied protections.,Evolved Gauntlet of Thebes,n,15,0,250,6631,15594,4,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,no restrictions,9839,AURA - Allies within 70 units receive 10 Physical Protection and 10 Magical Protection.,Increases allies' protections,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/evolved-gauntlet-of-thebes.jpg,
0,y,0,0,0,0,0,0,0,Health and Protections.,Cloak,n,0,0,0,2881,9840,1,0,0,0,0,10,0,0,0,0,0,0,0,0,10,650,0,no restrictions,9840,,Health and Protections.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/cloak.jpg,
0,y,0,0,9840,+7%,0,0,0,This item grants the owner damage mitigation when hit by a hard crowd control.,Cloak of Concentration,n,0,0,0,2554,9360,2,0,0,0,0,30,0,0,0,0,0,0,0,0,30,850,0,no restrictions,9840,,Protections and Cooldown Reduction.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/cloak-of-concentration.jpg,
0,y,0,0,9840,0,0,0,0,This item allows the owner to absorb a single hard crowd control effect.,Cleric's Cloak,n,0,0,200,2879,9842,2,0,0,0,0,10,0,0,0,0,0,0,0,0,10,500,0,no restrictions,9840,,Health and Protections.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/clerics-cloak.jpg,
0,y,0,0,9840,0,0,0,0,,Armored Cloak,n,0,0,125,2880,9843,2,0,0,0,0,25,125,0,0,0,0,0,0,0,25,900,0,no restrictions,9840,,Health and Protections.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/armored-cloak.jpg,
0,y,0,0,9842,0,0,0,0,This item allows the owner to absorb a single hard Crowd Control effect.,Magi's Cloak,n,0,0,300,2877,7935,3,0,0,0,0,15,0,0,0,0,0,0,0,0,15,1000,0,no restrictions,9840,"PASSIVE - Protects you from a single hard Crowd Control effect or Root once every 70 seconds. When this occurs, you gain 1s of Crowd Control immunity.",Absorbs a hard Crowd Control effect.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/magis-cloak.jpg,
0,y,0,0,9843,0,0,0,0,This item gives the owner stacking Protections.,Hide of the Urchin,n,0,0,250,2536,9338,3,0,0,0,0,30,250,0,0,0,0,0,0,0,30,900,0,no restrictions,9840,"PASSIVE - You gain +3 Magical Protection and +3 Physical Protection for each god kill or assist. At 7 stacks this item Evolves, providing a Health Shield that gains stacks every 2s. Shield only stacks if you have not taken or dealt damage in the last 5s. Each stack provides 10% of 100 Health +5 Per Level. ",Gains protection from god kills or assists. Evolves.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/hide-of-the-urchin.jpg,
0,y,0,0,9360,+10%,0,+20%,0,This item grants the owner Damage Mitigation when hit by a hard Crowd Control Effect.,Spirit Robe,n,0,0,0,2555,9361,3,0,0,0,0,40,0,0,0,0,0,0,0,0,40,1000,0,no restrictions,9840,PASSIVE - You gain an additional 15% Damage Mitigation for 3s whenever you are hit with a hard Crowd Control Effect or Root.  This can only occur once every 15 seconds.,Grants the owner Damage Mitigation when hit by a hard Crowd Control Effect.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/spirit-robe.jpg,
0,y,0,0,9360,+10%,0,0,0,This item grants the owner Damage Mitigation when hit by a hard Crowd Control Effect.,Mantle of Discord,n,0,0,0,4328,12666,3,0,0,0,0,55,0,0,0,0,0,0,0,0,55,1400,0,no restrictions,9840,PASSIVE - If you take damage below 30% health you unleash a shockwave that stuns all enemies within a range of 20 units for 1s and become immune to Crowd Control for 1s. This effect cannot trigger more than once every 110s.,Stun all nearby Enemies upon falling below 30% Health.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/mantle-of-discord.jpg,
0,y,0,0,9338,0,0,0,0,This item gives the owner stacking Protections.,Evolved Hide of the Urchin,n,0,0,250,6632,15646,4,0,0,0,0,51,250,0,0,0,0,0,0,0,51,1,0,no restrictions,9843,PASSIVE - Provides a Health Shield that gains stacks every 2s. Shield only stacks if you have not taken or dealt damage in the last 5s. Each stack provides 10% of 100 Health +5 Per Level.  The full shield will regenerate after 20 seconds.,,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/evolved-hide-of-the-urchin.jpg,
0,y,0,0,0,0,0,0,0,Health and Magical Protection.,Talisman,n,0,0,75,2884,9844,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,650,0,no restrictions,9844,,Health and Magical Protection.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/talisman.jpg,
0,y,0,0,9844,0,0,0,0,,Silver Talisman,n,0,0,125,2883,9846,2,0,0,0,0,45,0,0,0,0,0,0,0,0,0,600,0,no restrictions,9844,,Health and Magical Protection.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/silver-talisman.jpg,
0,y,0,0,9846,0,0,+20%,0,This item gives the owner a shield to damage when at low Health.,Bulwark of Hope,n,0,0,250,2882,8540,3,0,0,0,0,70,0,0,0,0,0,0,0,0,0,1050,0,no restrictions,9844,"PASSIVE - When you take damage and are below 40% Health, you gain a Shield with health equal to 12% of your Maximum Health for 20s. Can only occur once every 60s.",Gain a damage shield at low Health,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/bulwark-of-hope.jpg,
0,y,0,0,9846,0,0,0,0,This item grants the owner an aura that reduces the healing of nearby enemies.,Pestilence,n,0,0,250,2558,9364,3,0,0,0,0,80,0,0,0,0,0,0,0,0,0,1000,0,no restrictions,9844,AURA - Enemy gods within 55 units have their healing reduced by 25%. This does not stack with similar Auras.,Aura that reduces the healing of nearby enemies,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/pestilence.jpg,
0,y,0,0,9846,0,0,0,0,This item gives the owner an aura of magical protections.,Heartward Amulet,n,0,0,250,10335,11116,3,0,0,0,0,55,0,0,0,0,0,0,0,0,0,850,0,no restrictions,9844,AURA - Allied gods within 70 units have their Magical Protections increased by 15 and their MP5 increased by 30.,Magical Protection Aura,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/heartward-amulet.jpg,
0,y,0,0,9846,0,0,0,0,Kills or Assists increase nearby allies' stats.,Talisman of Energy,n,0,0,300,5053,15619,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,900,0,no restrictions,9844,"PASSIVE - Getting a kill or assist on enemies causes you and allies within 70 units to gain stacks of energy. Energy stacks provide 2% Movement Speed, 2% Attack Speed, and 10MP5 per stack. Lasts 10s and stacks up to 6 times.",Kills and assists give benefits for self and nearby allies,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/talisman-of-energy.jpg,
0,y,0,0,11116,0,0,0,0,This item gives the owner an aura of magical protections.,Amulet of Silence,n,0,0,250,10336,21504,4,0,0,0,0,55,0,0,0,0,0,0,0,0,0,600,0,no restrictions,9846,"AURA - Allied gods within 70 units have their Magical Protections increased by 15 and their MP5 increased by 30. <n>GLYPH - Gain a stack each time an enemy within 40 units casts an ability. At 5 stacks, your next basic attack against an enemy god will silence them for 1.5s. This effect can only occur every 45s.","Gain stacks when enemy gods cast abilities, then silence them with a basic attack",0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/amulet-of-silence.jpg,
0,y,0,0,11116,0,0,0,0,This item gives the owner an aura of magical protections.,Amulet of the Stronghold,n,0,0,250,10337,21505,4,0,0,0,0,55,0,0,0,0,0,0,0,0,0,600,0,no restrictions,9846,AURA - Allied gods within 70 units have their Magical Protections increased by 15 and their MP5 increased by 30. <n>GLYPH - 10% of your Physical Protections are converted to Magical Protections.,Convert Physical Protections to Magical Protections,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/amulet-of-the-stronghold.jpg,
0,y,+5%,0,0,0,0,0,0,Magical Power and Attack Speed.,Emerald Ring,n,0,0,0,2833,9847,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,600,0,no restrictions,9847,,Magical Power,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/emerald-ring.jpg,
0,y,+15%,0,9847,0,0,0,0,,Enchanted Ring,n,0,0,0,2832,9848,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,700,0,no restrictions,9847,,Magical Power and Movement Speed,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/enchanted-ring.jpg,
0,y,+30%,0,9848,0,0,0,0,This item makes your Basic Attacks reduce the Magical Protection of your target.,Demonic Grip,n,0,0,0,2831,8564,3,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1000,0,no restrictions,9847,PASSIVE - Your Basic Attacks reduce your target's Magical Protection by 10% for 3s (max 3 Stacks).,Basic Attacks reduce Magical Protection,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/demonic-grip.jpg,
0,y,+20%,0,9848,0,0,0,0,Successful Basic Attacks deal bonus Magical Damage.,Telkhines Ring,n,0,0,0,2830,9351,3,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1400,0,no restrictions,9847,PASSIVE - Your Basic Attacks deal bonus damage of 10 + 10% of your Magical Power. This effect does not hit structures.,Bonus Magical Basic Attack damage,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/telkhines-ring.jpg,
0,y,+25%,0,9848,0,0,0,0,This item gives the owner increased movement speed and attack speed.,Hastened Ring,n,0,0,0,5450,14840,3,0,0,0,70,0,0,0,+7%,0,0,0,0,0,0,1400,0,no restrictions,9847,"PASSIVE - Hitting an enemy God with a Basic Attack grants Haste for 6s, causing you to be immune from Basic Attack Movement Penalty. (Internal Cooldown 25s)",Successful Basic Attacks causes you to be immune from Basic Attack Movement Penalty.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/hastened-ring.jpg,
0,y,+20%,0,9848,0,0,0,0,,Ring of Hecate,n,0,0,0,8138,18191,3,0,+15%,0,80,0,0,0,0,0,0,0,0,0,0,1200,0,no restrictions,9847,"PASSIVE - Each successful basic attack applies a hex to enemies and empowers you, increasing your power by 5% and reducing the power of your opponent by 5% for 5s. (Max. 3 Stacks).",Attack Speed and Lifesteal,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/ring-of-hecate.jpg,
0,y,0,0,0,0,0,0,0,Magical Power and Magical Penetration.,Magic Focus,n,0,0,0,2838,9849,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,650,0,no restrictions,9849,,Magical Power and Penetration.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/magic-focus.jpg,
0,y,0,0,9849,0,0,0,0,This item grants the owner magical penetration.,Spell Focus,n,0,0,0,2836,9850,2,0,0,+10%,55,0,0,0,0,0,0,0,0,0,0,850,0,no restrictions,9849,,Magical Power and Penetration,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/spell-focus.jpg,
0,y,0,0,9849,0,0,0,0,,Enchanted Spear,n,0,0,0,2837,9851,2,0,0,5,60,0,0,0,0,0,0,0,0,0,0,750,0,no restrictions,9849,,Magical Power and Penetration.,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/enchanted-spear.jpg,
0,y,0,0,9851,0,0,0,0,This item causes the owner's abilities to reduce the healing of their targets.,Divine Ruin,n,0,0,0,2823,7832,3,0,0,12,100,0,0,0,0,0,0,0,0,0,0,900,0,no restrictions,9849,PASSIVE - Enemies hit by your abilities have 40% reduced healing for 6 seconds.,Enemies hit by your abilities have reduced healing,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/divine-ruin.jpg,
0,y,0,0,9851,+10%,0,0,0,This item reduces ability cooldowns after a kill or assist,Spear of Desolation,n,0,0,0,4327,12670,3,0,0,12,110,0,0,0,0,0,0,0,0,0,0,1200,0,no restrictions,9849,PASSIVE - If you receive a kill or assist on an Enemy God all of your non-ultimate cooldowns are reduced by 2 seconds and your ultimate cooldown is reduced by 6 seconds.,Reduces ability cooldowns after a kill or assist,0,Item,0,https://webcdn.hirezstudios.com/smite/item-icons/spear-of-desolation.jpg,
